Scientific.name,Common.name,Iconic.taxon.name,Taxon #,Place.guess,Latitude,Longitude
Plantago ovata,desert plantain,Plantae,58230,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19343606,-114.5757999
Bebbia juncea,sweetbush,Plantae,75746,"Lake Mead National Recreation Area, Boulder City, NV, US",36.0409038,-114.8031195
Bebbia juncea,sweetbush,Plantae,75746,"Lake Mead National Recreation Area, Clark County, US-NV, US",36.03743504,-114.8050552
Baileya multiradiata,desert marigold,Plantae,68538,"Laughlin, NV",35.1965852,-114.5726783
Opuntia basilaris,beavertail cactus,Plantae,57872,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03902031,-114.8054762
Larrea tridentata,creosote bush,Plantae,68205,"Lake Mead National Recreation Area, Clark County, US-NV, US",36.03743504,-114.8050552
Chylismia brevipes,yellow cups,Plantae,76331,"Lake Mead National Recreation Area, Clark County, US-NV, US",36.03743504,-114.8050552
Larrea tridentata,creosote bush,Plantae,68205,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03986797,-114.802129
Prosopis glandulosa,honey mesquite,Plantae,58160,"Lake Mead National Recreation Area, Boulder City, NV, US",36.04050416,-114.8022532
Phacelia crenulata,notch-leaf scorpion-weed,Plantae,49345,"Lake Mead National Recreation Area, Boulder City, NV, US",36.04093364,-114.8026598
Encelia farinosa,brittlebush,Plantae,49339,"Lake Mead National Recreation Area, Clark County, US-NV, US",36.03743504,-114.8050552
Sphaeralcea ambigua,desert globemallow,Plantae,50153,"Lake Mead National Recreation Area, Clark County, US-NV, US",36.03743504,-114.8050552
Phacelia crenulata,notch-leaf scorpion-weed,Plantae,49345,"Lake Mead National Recreation Area, Clark County, US-NV, US",36.03743504,-114.8050552
Eriogonum inflatum,desert trumpet,Plantae,59459,"Lake Mead National Recreation Area, Clark County, US-NV, US",36.03743504,-114.8050552
Populus fremontii,Fremont cottonwood,Plantae,52120,"Riverwalk Trail Laughlin, NV 89029",35.19357109,-114.5730176
Phacelia crenulata,notch-leaf scorpion-weed,Plantae,49345,"Lake Mead National Recreation Area, Boulder City, NV, US",36.0472497,-114.819969
Opuntia basilaris,beavertail cactus,Plantae,57872,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03922382,-114.8043819
Encelia farinosa,brittlebush,Plantae,49339,"Lake Mead National Recreation Area, Boulder City, NV, US",36.041197,-114.8049666
Cylindropuntia echinocarpa,silver cholla,Plantae,49357,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03914939,-114.8049028
Ambrosia salsola,cheesebush,Plantae,75413,"Clark County, US-NV, US",36.07566878,-114.9358151
Larrea tridentata,creosote bush,Plantae,68205,"River Mountains Loop Trail Boulder City, NV 89005",36.0382012,-114.8044004
Encelia farinosa,brittlebush,Plantae,49339,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19399954,-114.5739921
Chaenactis fremontii,Fremont's pincushion,Plantae,50198,"186-200 Lakeshore Rd Boulder City, NV 89005",36.03798561,-114.8056623
Larrea tridentata,creosote bush,Plantae,68205,"186-200 Lakeshore Rd Boulder City, NV 89005",36.03796259,-114.805866
Distichlis spicata,Salt Grass,Plantae,58372,"Laughlin, NV",35.19430671,-114.5742477
Ambrosia dumosa,white bursage,Plantae,75408,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03805299,-114.805002
Encelia farinosa,brittlebush,Plantae,49339,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19462512,-114.57529
Cylindropuntia echinocarpa,silver cholla,Plantae,49357,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03807244,-114.8056389
Chylismia brevipes,yellow cups,Plantae,76331,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03806791,-114.8054895
Coccinella septempunctata,Seven-spotted Lady Beetle,Insecta,51702,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19434885,-114.5733416
Opuntia basilaris,beavertail cactus,Plantae,57872,"183 Lakeshore Rd Boulder City, NV 89005",36.03675053,-114.8051632
Baileya multiradiata,desert marigold,Plantae,68538,"Davis Dam Rd Laughlin, NV 89029",35.19461571,-114.5752856
Opuntia basilaris,beavertail cactus,Plantae,57872,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03826149,-114.8041009
Distichlis spicata,Salt Grass,Plantae,58372,"Lake Mead National Recreation Area, Clark County, US-NV, US",35.19428288,-114.5742321
Oligomeris linifolia,lineleaf whitepuff,Plantae,78255,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19454935,-114.5742774
Melilotus officinalis,yellow sweetclover,Plantae,57066,"775 Bullhead Pkwy Bullhead City, AZ 86429",35.1725102,-114.5652835
Opuntia basilaris,beavertail cactus,Plantae,57872,"River Mountains Loop Trail Boulder City, NV 89005",36.03774355,-114.8046456
Opuntia basilaris,beavertail cactus,Plantae,57872,"River Mountains Loop Trail Boulder City, NV 89005",36.03775239,-114.8046399
Euphorbia maculata,Spotted Spurge,Plantae,58893,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19422547,-114.5742009
Chaenactis fremontii,Fremont's pincushion,Plantae,50198,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03798422,-114.805713
Chylismia brevipes,yellow cups,Plantae,76331,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19440291,-114.5752773
Encelia farinosa,brittlebush,Plantae,49339,"Lake Mead National Recreation Area, Laughlin, NV, US",35.19408935,-114.5738683
Apis mellifera,Western Honey Bee,Insecta,47219,"Lake Mead National Recreation Area, Boulder City, NV, US",36.03741454,-114.808202
Sympetrum pallipes,Striped Meadowhawk,Insecta,113521,"1472-1508 Kettle Park Road Kettle Falls, WA 99141",48.586325,-118.1127474
Leptoglossus occidentalis,Western Conifer Seed Bug,Insecta,67771,"1472-1508 Kettle Park Road Kettle Falls, WA 99141",48.58640856,-118.1128265
Scudderia furcata,Fork-tailed Bush Katydid,Insecta,55957,"Lake Roosevelt National Recreation, Kettle Falls, WA, US",48.58639877,-118.1128275
Forficula auricularia,European Earwig,Insecta,61524,"Lake Roosevelt National Recreation, Kettle Falls, WA, US",48.58639827,-118.112892
Leptoglossus occidentalis,Western Conifer Seed Bug,Insecta,67771,"Lake Roosevelt National Recreation, Kettle Falls, WA, US",48.58646424,-118.1128956
Pieris rapae,Cabbage White,Insecta,55626,"Lake Roosevelt National Recreation, Kettle Falls, WA, US",48.5865105,-118.1128806
Sympetrum pallipes,Striped Meadowhawk,Insecta,113521,"Stevens County, Lake Roosevelt National Recreation Area, US-WA, US",48.58636218,-118.1127966
Polemonium pulcherrimum,Pretty Jacob's-ladder,Plantae,78668,"California, US",40.52567576,-121.4763538
Draba aureola,golden alpine draba,Plantae,76689,"California, US",40.5184614,-121.5718215
Oxyria digyna,alpine sorrel,Plantae,67591,"Lassen Peak Trail, Shasta County, CA, USA",40.48687778,-121.5070944
Senecio fremontii,Fremont's Ragwort,Plantae,79045,"Shasta County, CA, USA",40.48474444,-121.5073611
Balsamorhiza sagittata,arrowleaf balsamroot,Plantae,62266,"Along route 89 in Lassen Volcanic NP, Shasta County, CA, USA",40.46510833,-121.5251167
Corydalis caseana,Fitweed,Plantae,76452,"Along trail from Sulphur Works to Ridge Lakes, Shasta County, CA, USA",40.45438056,-121.5410083
Micranthes odontoloma,Brook Saxifrage,Plantae,78030,"Along trail from Sulphur Works to Ridge Lakes, Shasta County, CA, USA",40.45514722,-121.5402444
Lilium pardalinum,Leopard Lily,Plantae,57129,"Along trail from Sulphur Works to Ridge Lakes, Shasta County, CA, USA",40.45395278,-121.5389472
Smelowskia ovalis,Alpine Smelowskia,Plantae,79132,"California, US",40.42277406,-121.4629912
Coloradia pandora,Pandora Pinemoth,Insecta,179711,"North shore of Manzanita Lake, Lassen Volcanic National Park, Old Station, Shasta County, CA, US",40.53664,-121.569887
Calochortus nudus,naked mariposa lily,Plantae,60485,"California, US",40.59851888,-121.5319184
Calochortus leichtlinii,Leichtlin's Mariposa Lily,Plantae,52542,"California, USA",40.49766,-121.4206552
Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221,"NW side of Manzanita Lake, Lassen Volcanic National Park, Shasta County, California, United States",40.53656,-121.572132
Paruroctonus boreus,Northern Scorpion,Arachnida,227304,lava beds national monument,41.731403,-121.51005
Protolophus niger,,Arachnida,362368,lava beds national monument,41.717414,-121.50284
Paruroctonus boreus,Northern Scorpion,Arachnida,227304,"Lava Beds National Monument, Siskiyou, California, United States",41.71036833,-121.513595
Mergus merganser,Common Merganser,Aves,7004,Lewis & Clark River,46.12862167,-123.8776067
Ardea herodias,Great Blue Heron,Aves,4956,Lewis & Clark River,46.12469333,-123.8768267
Mareca americana,American Wigeon,Aves,485176,Lewis & Clark River,46.12987667,-123.883365
Dryobates pubescens,Downy Woodpecker,Aves,792988,Netul Trail,46.12450833,-123.8768533
Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,9185,Netul Trail,46.120245,-123.8765233
Mergus serrator,Red-breasted Merganser,Aves,6996,Netul Trail,46.12867833,-123.8779233
Cistothorus palustris,Marsh Wren,Aves,7601,Netul Trail,46.12268333,-123.87685
Cistothorus palustris,Marsh Wren,Aves,7601,"Lewis and Clark National Historical Park, Clatsop, Oregon, United States",46.12267,-123.876865
Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221,"Sunset Beach State Recreation Site, Warrenton, OR, United States",46.102498,-123.9428637
Setophaga coronata coronata,Myrtle Warbler,Aves,132704,Fort to Sea Trail,46.10279167,-123.93637
Calypte anna,Anna's Hummingbird,Aves,6317,Fort to Sea Trail,46.10630167,-123.9347783
Setophaga coronata coronata,Myrtle Warbler,Aves,132704,"Clatsop County, OR, USA",46.10280167,-123.9363833
Trichodon trichodon,Pacific Sandfish,Actinopterygii,169919,"Clatsop County, OR, USA",46.09936428,-123.9424324
Cottus asper,Prickly Sculpin,Actinopterygii,69857,fort clatsop national historic park,46.128652,-123.878127
Vespericola columbianus,Northwest Hesperian,Mollusca,233542,"Oregon, US",46.04634618,-123.8434159
Corbicula fluminea,Asian Clam,Mollusca,64006,lewis and clark national historic park,46.129723,-123.878041
Mylocheilus caurinus,Peamouth,Actinopterygii,106328,"Clatsop County, OR, USA",46.12894985,-123.8787277
Fundulus diaphanus,banded killifish,Actinopterygii,101053,"Clatsop County, OR, USA",46.12960417,-123.8788993
Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,"Clatsop County, OR, USA",46.12972313,-123.8788135
Mareca americana,American Wigeon,Aves,485176,Netul Trail,46.127545,-123.877145
Poecile rufescens,Chestnut-backed Chickadee,Aves,144820,Netul Trail,46.13173333,-123.87849
Megaceryle alcyon,Belted Kingfisher,Aves,2548,Netul Trail,46.12166167,-123.8764883
Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,9185,Netul Trail,46.11803833,-123.87594
Catharus guttatus,Hermit Thrush,Aves,12890,Netul Trail,46.12713,-123.8771317
Aythya marila,Greater Scaup,Aves,7047,Netul Trail,46.11785,-123.8752783
Hedera helix,common ivy,Plantae,55882,Netul Trail,46.126205,-123.8768933
Troglodytes pacificus,Pacific Wren,Aves,144882,Netul Trail,46.12990667,-123.8784667
Vaccinium parvifolium,Red Huckleberry,Plantae,48354,"Lewis and Clark National Historical Park, Clatsop, Oregon, Lewis and Clark National Historic Trail, United States",46.12852333,-123.897735
Dacrymyces chrysospermus,Orange Jelly Spot,Fungi,118028,Kwis Kwis Trail,46.13033833,-123.89869
Sayornis nigricans,Black Phoebe,Aves,17013,"Clatsop County, OR, USA",46.12186833,-123.8767583
Sayornis nigricans,Black Phoebe,Aves,17013,Netul Landing Trail,46.12107311,-123.8767033
Frullania nisquallensis,,Plantae,123818,Netul Landing Trail,46.12107311,-123.8767033
Cladonia botrytes,Wooden Soldiers Lichen,Fungi,217078,Netul Landing Trail,46.12107311,-123.8767033
Cladonia bellidiflora,Toy Soldiers,Fungi,123391,Netul Landing Trail,46.12107311,-123.8767033
Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,9185,Netul Landing Trail,46.12107311,-123.8767033
Catharus guttatus,Hermit Thrush,Aves,12890,Netul Landing Trail,46.12107311,-123.8767033
Holodiscus discolor,Ocean spray,Plantae,53414,Netul Landing Trail,46.12107311,-123.8767033
Arctostaphylos uva-ursi,bearberry,Plantae,68049,Netul Landing Trail,46.12107311,-123.8767033
Lonicera involucrata,twinberry honeysuckle,Plantae,60881,Netul Landing Trail,46.12107311,-123.8767033
Menegazzia terebrata,Treeflute Lichen,Fungi,123677,Netul Landing Trail,46.12107311,-123.8767033
Ramalina farinacea,Farinose Cartilage Lichen,Fungi,54758,Netul Landing Trail,46.12107311,-123.8767033
Ribes sanguineum,Red-flowering Currant,Plantae,53435,Netul Landing Trail,46.12107311,-123.8767033
Rosa nutkana,Nootka rose,Plantae,78883,Netul Landing Trail,46.12107311,-123.8767033
Thuja plicata,western redcedar,Plantae,48252,Netul Landing Trail,46.12107311,-123.8767033
Achillea millefolium,common yarrow,Plantae,52821,Netul Landing Trail,46.12107311,-123.8767033
Sayornis nigricans,Black Phoebe,Aves,17013,Sunset Beach SRA,46.09980047,-123.9372568
Setophaga coronata auduboni,Audubon's Warbler,Aves,126562,Sunset Beach SRA,46.09980047,-123.9372568
Calypte anna,Anna's Hummingbird,Aves,6317,Sunset Beach SRA,46.09980047,-123.9372568
Carex obnupta,slough sedge,Plantae,61000,Sunset Beach SRA,46.10187994,-123.9367182
Corvus corax,Common Raven,Aves,8010,Sunset Beach SRA,46.10381761,-123.9359264
Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349,Sunset Beach SRA,46.10118183,-123.9367011
Dacrymyces chrysospermus,Orange Jelly Spot,Fungi,118028,Sunset Beach SRA,46.09980047,-123.9372568
Goodyera oblongifolia,Western Rattlesnake Plantain,Plantae,50719,Sunset Beach SRA,46.09980047,-123.9372568
Lobaria anthraspis,,Fungi,463449,Sunset Beach SRA,46.09980047,-123.9372568
Troglodytes pacificus,Pacific Wren,Aves,144882,Sunset Beach SRA,46.09980047,-123.9372568
Pinus contorta contorta,Shore Pine,Plantae,80130,Sunset Beach SRA,46.09980047,-123.9372568
Sphyrapicus ruber,Red-breasted Sapsucker,Aves,18464,Sunset Beach SRA,46.09980047,-123.9372568
Rosa nutkana,Nootka rose,Plantae,78883,Sunset Beach SRA,46.10761131,-123.9316349
Polystichum munitum,western sword fern,Plantae,47751,Sunset Beach SRA,46.09980047,-123.9372568
Tanacetum bipinnatum,dune tansy,Plantae,79314,Sunset Beach SRA,46.10075271,-123.9379005
Ixoreus naevius,Varied Thrush,Aves,145088,Sunset Beach SRA,46.09980047,-123.9372568
Morella californica,Pacific Wax myrtle,Plantae,61039,Sunset Beach SRA,46.09980047,-123.9372568
Sialia mexicana,Western Bluebird,Aves,12937,Sunset Beach SRA,46.09980047,-123.9372568
Formica obscuripes,Western Thatching Ant,Insecta,69267,Sunset Beach SRA,46.10558804,-123.9329224
Carex pansa,sanddune sedge,Plantae,76090,Sunset Beach SRA,46.10149682,-123.9366968
Plethodon dunni,Dunn's Salamander,Amphibia,27182,"97138, Seaside, OR, US",46.12518333,-123.88292
Poecile atricapillus,Black-capped Chickadee,Aves,144815,Sunset Beach SRA,46.103637,-123.936665
Lysichiton americanus,western skunk cabbage,Plantae,48537,"Fort To Sea Trail, Warrenton, OR 97146, USA",46.1240876,-123.9146233
Gaultheria shallon,salal,Plantae,48441,"Fort To Sea Trail, Warrenton, OR 97146, USA",46.1240876,-123.9146233
Hirundo rustica,Barn Swallow,Aves,11901,"Fort To Sea Trail, Warrenton, OR 97146, USA",46.1240876,-123.9146233
Hirundo rustica erythrogaster,American Barn Swallow,Aves,342169,"Fort To Sea Trail, Warrenton, OR 97146, USA",46.1240876,-123.9146233
Cervus canadensis,Wapiti,Mammalia,204114,"Fort To Sea Trail, Warrenton, OR 97146, USA",46.1240876,-123.9146233
Pandion haliaetus,Osprey,Aves,116999,"Fort To Sea Trail, Warrenton, OR 97146, USA",46.1240876,-123.9146233
Cervus canadensis roosevelti,Roosevelt Elk,Mammalia,566550,"Clatsop County, OR, USA",46.14137561,-123.8740861
Anser albifrons,Greater White-fronted Goose,Aves,7019,"Pacific County, WA, USA",46.28384667,-124.05653
Branta hutchinsii,Cackling Goose,Aves,59220,"Pacific County, WA, USA",46.28366667,-124.05614
Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221,"Pacific County, WA, USA",46.28415167,-124.0567367
Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,"Pacific County, WA, USA",46.28582667,-124.0532967
Troglodytes pacificus,Pacific Wren,Aves,144882,"Pacific County, WA, USA",46.288,-124.0532717
Rana aurora,Northern Red-legged Frog,Amphibia,25545,"Pacific County, WA, USA",46.289365,-124.0532217
Thamnophis sirtalis concinnus,Red-spotted Garter Snake,Reptilia,28375,"Pacific County, WA, USA",46.285825,-124.0552717
Rana aurora,Northern Red-legged Frog,Amphibia,25545,"Cape Disappointment State Park, Seaview, WA, US",46.2944,-124.0662083
Ariolimax columbianus,Pacific Banana Slug,Mollusca,47776,"Along the Coastal Forest Loop Trail, west of Baker Bay, Cape Disappointment State Park, Pacific County, Washington, United States",46.287195,-124.054763
Larus occidentalis,Western Gull,Aves,4345,"Clatsop County, OR, USA",46.09888358,-123.9419927
Larus occidentalis,Western Gull,Aves,4345,"Clatsop County, OR, USA",46.09890274,-123.941416
Larus occidentalis,Western Gull,Aves,4345,"Clatsop County, OR, USA",46.09880789,-123.9426227
Larus californicus,California Gull,Aves,4385,"Clatsop County, OR, USA",46.09880882,-123.9426309
Cervus canadensis,Wapiti,Mammalia,204114,lewis and clark historical park,46.099284,-123.937208
Sayornis nigricans,Black Phoebe,Aves,17013,"Netul Landing, Fort To Sea Trail, Astoria, OR 97103, USA",46.1175477,-123.8755403
Ardea herodias,Great Blue Heron,Aves,4956,Netul Trail,46.12862003,-123.8776135
Orgyia antiqua,Rusty Tussock Moth,Insecta,61910,"92003–92019 Fort Clatsop Rd, Astoria, OR, US",46.13007568,-123.8782998
Passerella iliaca,Fox Sparrow,Aves,9156,Netul Trail,46.12497604,-123.8769174
Certhia americana,Brown Creeper,Aves,7458,Netul Trail,46.12493667,-123.8768367
Turdus migratorius,American Robin,Aves,12727,Netul Trail,46.1290584,-123.8781935
Passerella iliaca,Fox Sparrow,Aves,9156,Kwis Kwis Trail,46.13492418,-123.8912451
Troglodytes pacificus,Pacific Wren,Aves,144882,Kwis Kwis Trail,46.13512169,-123.8903332
Corvus corax,Common Raven,Aves,8010,Sunset Beach State Rec. Area,46.099925,-123.9371867
Sialia mexicana,Western Bluebird,Aves,12937,Sunset Beach State Rec. Area,46.09990667,-123.9371733
Cirsium vulgare,bull thistle,Plantae,52989,Kwis Kwis Trail,46.128125,-123.903465
Passerella iliaca,Fox Sparrow,Aves,9156,"Lewis and Clark National Historical Park, Clatsop, Oregon, Lewis and Clark National Historic Trail, United States",46.13162,-123.8873183
Struthiopteris spicant,deer fern,Plantae,774894,South Slough Trail,46.126665,-123.8814467
Megaceryle alcyon,Belted Kingfisher,Aves,2548,Colewort Slough,46.12731475,-123.8780594
Mergus merganser,Common Merganser,Aves,7004,Netul Trail,46.12894,-123.878215
Poecile atricapillus,Black-capped Chickadee,Aves,144815,Netul Trail,46.12974833,-123.8785417
Aythya marila,Greater Scaup,Aves,7047,Netul Trail,46.131715,-123.8784983
Aythya marila,Greater Scaup,Aves,7047,Netul Trail,46.13172333,-123.8784967
Poecile rufescens,Chestnut-backed Chickadee,Aves,144820,Slough to Sea Trail,46.13089864,-123.887651
Sialia mexicana,Western Bluebird,Aves,12937,Sunset Beach State Recreation Area,46.10196333,-123.9365717
Hedera helix,common ivy,Plantae,55882,Kwis Kwis Trail,46.135954,-123.891706
Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221,"Fort Clatsop National Memorial, Astoria, OR, US",46.1365195,-123.8783333
Ardea herodias,Great Blue Heron,Aves,4956,Netul Trail,46.13286833,-123.87832
Branta canadensis,Canada Goose,Aves,7089,Netul Trail,46.13250602,-123.878042
Mergus merganser,Common Merganser,Aves,7004,"Lewis & Clark River, Netul Trail",46.12497833,-123.8768267
Aythya marila,Greater Scaup,Aves,7047,"Lewis & Clark River, Netul Trail",46.12168333,-123.8764633
Dryobates pubescens,Downy Woodpecker,Aves,792988,Fort to Sea Trail,46.13444833,-123.8833583
Bucephala albeola,Bufflehead,Aves,6993,"Lewis & Clark River, Netul Trail",46.125205,-123.8768383
Ardea herodias,Great Blue Heron,Aves,4956,"Clatsop County, OR, USA",46.13545833,-123.8770183
Goodyera oblongifolia,Western Rattlesnake Plantain,Plantae,50719,"Fort Clatsop National Memorial, Astoria, OR, US",46.13530833,-123.87887
Setophaga coronata coronata,Myrtle Warbler,Aves,132704,Fort to Sea Trail,46.10178333,-123.936685
Cyanocitta stelleri,Steller's Jay,Aves,8234,Fort to Sea Trail,46.103095,-123.9359783
Poecile rufescens,Chestnut-backed Chickadee,Aves,144820,Fort to Sea Trail,46.10507833,-123.9353833
Podilymbus podiceps,Pied-billed Grebe,Aves,4246,Fort to Sea Trail - Skipanon,46.12289667,-123.92034
Troglodytes pacificus,Pacific Wren,Aves,144882,Fort to Sea Trail,46.123835,-123.9129617
Struthiopteris spicant,deer fern,Plantae,774894,Fort to Sea Trail,46.12530667,-123.9091117
Gaultheria shallon,salal,Plantae,48441,Fort to Sea Trail,46.12988744,-123.890419
Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349,Fort to Sea Trail,46.12806833,-123.900575
Passerella iliaca,Fox Sparrow,Aves,9156,Netul Trail,46.12516667,-123.8768333
Amanita muscaria,Fly Agaric,Fungi,48715,"97103, Astoria, OR, US",46.13073269,-123.8784679
Boletus edulis,King Bolete,Fungi,48701,"Clatsop County, US-OR, US",46.09450048,-123.8306272
Amanita muscaria,Fly Agaric,Fungi,48715,"92003–92019 Fort Clatsop Rd, Astoria, OR, US",46.13003783,-123.8784271
Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,"91433–91821 Fort Clatsop Rd, Astoria, OR, US",46.12259156,-123.8769257
Achillea millefolium,common yarrow,Plantae,52821,"91429–91431 Fort Clatsop Rd, Astoria, OR, US",46.12217825,-123.8768039
Papilio zelicaon,Anise Swallowtail,Insecta,51097,"91429–91431 Fort Clatsop Rd, Astoria, OR, US",46.11753543,-123.8753541
Taricha granulosa,Rough-skinned Newt,Amphibia,27826,"Fort To Sea Trail, Warrenton, OR, United States",46.1240876,-123.9146233
Amanita muscaria,Fly Agaric,Fungi,48715,"Lewis & Clark Nat'l Historical Park OR, USA",46.13874968,-123.8940239
Gaultheria shallon,salal,Plantae,48441,"Lewis & Clark Nat'l Park, S Slough Trail",46.12918852,-123.883574
Amanita muscaria,Fly Agaric,Fungi,48715,"97138, Seaside, OR, US",46.12635425,-123.9156026
Taricha granulosa,Rough-skinned Newt,Amphibia,27826,"97138, Seaside, OR, US",46.12445566,-123.9109822
Sympetrum vicinum,Autumn Meadowhawk,Insecta,68139,Kwis Kwis West side,46.12709168,-123.9088726
Amanita muscaria,Fly Agaric,Fungi,48715,Near Fort Clatsop,46.13730744,-123.8769007
Colias eurytheme,Orange Sulphur,Insecta,58532,Otter Point Dike,46.13839284,-123.8738537
Rosa nutkana,Nootka rose,Plantae,78883,Sunset Beach SRA,46.10128759,-123.9359779
Aythya collaris,Ring-necked Duck,Aves,7044,Sunset Beach SRA,46.10128759,-123.9359779
Accipiter striatus,Sharp-shinned Hawk,Aves,5097,Sunset Beach SRA,46.10128759,-123.9359779
Sialia mexicana,Western Bluebird,Aves,12937,Sunset Beach SRA,46.10128759,-123.9359779
Plethodon dunni,Dunn's Salamander,Amphibia,27182,"97138, Seaside, OR, US",46.12773101,-123.9094785
Tamiasciurus douglasii,Douglas' Squirrel,Mammalia,46259,Lewis & Clark Nat'l Park,46.13309943,-123.8916206
Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221,"Fort Clatsop National Memorial, Astoria, OR, US",46.13565,-123.87938
Prophysaon andersoni,Reticulate Taildropper,Mollusca,228797,"66286–79370 Perkins Ln, Seaside, OR, US",46.13031117,-123.9052117
Sayornis nigricans,Black Phoebe,Aves,17013,Sunset Beach SRA,46.10214148,-123.9368513
Falco peregrinus,Peregrine Falcon,Aves,4647,Sunset Beach SRA,46.10034863,-123.9370337
Setophaga coronata coronata,Myrtle Warbler,Aves,132704,Sunset Beach SRA,46.09974021,-123.9358921
Mimus polyglottos,Northern Mockingbird,Aves,14886,Sunset Beach SRA,46.10547373,-123.93221
Amanita muscaria,Fly Agaric,Fungi,48715,Kwis Kwis trail,46.1298421,-123.8903148
Sayornis nigricans,Black Phoebe,Aves,17013,Sunset Beach SRA,46.10245337,-123.9421127
Colaptes auratus,Northern Flicker,Aves,18236,Sunset Beach SRA,46.10245337,-123.9421127
Sialia mexicana,Western Bluebird,Aves,12937,Sunset Beach SRA,46.10245337,-123.9421127
Sialia mexicana,Western Bluebird,Aves,12937,"Sunset Beach State Recreation Site, Warrenton, OR, United States",46.102498,-123.9428637
Sayornis nigricans,Black Phoebe,Aves,17013,"Sunset Beach State Recreation Site, Warrenton, OR, United States",46.102498,-123.9428637
Passerella iliaca,Fox Sparrow,Aves,9156,"Lewis and Clark National Historical Park, Clatsop, Oregon, Lewis and Clark National Historic Trail, United States",46.13172833,-123.8939533
Bucephala albeola,Bufflehead,Aves,6993,"Lewis and Clark National Historical Park, Clatsop, Oregon, Lewis and Clark National Historic Trail, United States",46.13233833,-123.878225
Ardea herodias,Great Blue Heron,Aves,4956,"Lewis and Clark National Historical Park, Clatsop, Oregon, Lewis and Clark National Historic Trail, United States",46.13836667,-123.8741267
Trametes versicolor,turkey-tail,Fungi,54134,Lewis and Clark National Park,46.13262333,-123.8834717
Papilio zelicaon,Anise Swallowtail,Insecta,51097,"Lewis and Clark National Historical Park, Clatsop County, US-OR, US",46.11750283,-123.8752883
Phalaropus fulicarius,Red Phalarope,Aves,73203,Cape Disappointment SP,46.27943441,-124.0619495
Misumena vatia,Goldenrod Crab Spider,Arachnida,55746,Sunset Beach SRA,46.10105028,-123.9382224
Zenaida macroura,Mourning Dove,Aves,3454,Sunset Beach SRA,46.10105028,-123.9382224
Pseudacris regilla,Northern Pacific Tree Frog,Amphibia,24259,Sunset Beach SRA,46.10105028,-123.9382224
Sympetrum pallipes,Striped Meadowhawk,Insecta,113521,Sunset Beach SRA,46.10105028,-123.9382224
Mustela frenata,Long-tailed Weasel,Mammalia,41810,"Ft. Clatsop, Astoria,Oregon",46.123121,-123.877451
Fuligo septica,Dog Vomit Slime Mold,Protozoa,55483,"Lake/Fort to Sea Trail near Sunset Beach trailhead, Lewis and Clark NP, Clatsop Co., Oregon",46.10277095,-123.936661
Plathemis lydia,Common Whitetail,Insecta,84549,"Lake/Fort to Sea Trail near Sunset Beach trailhead, Lewis and Clark NP, Clatsop Co., Oregon",46.10277095,-123.936661
Libellula quadrimaculata,Four-spotted Chaser,Insecta,57443,"Lake/Fort to Sea Trail near Sunset Beach trailhead, Lewis and Clark NP, Clatsop Co., Oregon",46.10277095,-123.936661
Ctenucha rubroscapus,White-tipped Ctenucha,Insecta,63801,"Lake/Fort to Sea Trail near Sunset Beach trailhead, Lewis and Clark NP, Clatsop Co., Oregon",46.10277095,-123.936661
Laphria columbica,,Insecta,500273,"Lake/Fort to Sea Trail near Sunset Beach trailhead, Lewis and Clark NP, Clatsop Co., Oregon",46.10277095,-123.936661
Sympetrum madidum,Red-veined Meadowhawk,Insecta,113516,"Lake/Fort to Sea Trail near Sunset Beach trailhead, Lewis and Clark NP, Clatsop Co., Oregon",46.10277095,-123.936661
